6.536780319065583171e+02,2.907785877328030324e+02,1.000000000000000000e+00
6.833557315249303201e+02,4.101781195715327613e+02,1.000000000000000000e+00
6.706721825555500800e+02,2.359040448653385624e+02,1.000000000000000000e+00
6.371674922408769817e+02,4.615253663446642918e+02,1.000000000000000000e+00
3.929228337475494186e+02,1.465718789298059903e+02,0.000000000000000000e+00
7.360597271853660004e+02,4.347777507427857131e+02,1.000000000000000000e+00
6.040558826907209777e+02,2.474265059782998719e+02,1.000000000000000000e+00
6.595967408870126292e+02,4.185125718105164196e+02,1.000000000000000000e+00
5.957828989537332518e+02,2.345532863078482819e+02,1.000000000000000000e+00
5.939476720639647738e+02,4.882801763644607149e+02,1.000000000000000000e+00
4.131098919316416982e+02,4.123952993430541483e+02,0.000000000000000000e+00
6.197035072036306929e+02,5.958919674770267250e+01,0.000000000000000000e+00
4.048744367316169246e+02,1.325315756494940729e+02,0.000000000000000000e+00
3.897088226982401125e+02,1.785897158468303587e+02,0.000000000000000000e+00
7.049944993595023561e+02,3.480936914644415765e+02,1.000000000000000000e+00
3.787147776687688179e+02,3.247708505753263353e+02,0.000000000000000000e+00
6.929855525038207134e+02,4.460624764791867847e+02,1.000000000000000000e+00
4.039670316597845954e+02,3.014044082510750968e+02,0.000000000000000000e+00
6.119878008778057392e+02,4.415569895952493198e+02,1.000000000000000000e+00
6.715081051517097421e+02,4.366122069342814029e+02,1.000000000000000000e+00
7.073702860552867833e+02,3.766183382883704098e+02,1.000000000000000000e+00
6.037533395490387420e+02,2.609931317917670412e+02,1.000000000000000000e+00
4.000193350606336367e+02,2.909840527969367940e+02,0.000000000000000000e+00
5.918783967448521253e+02,2.622494352945994933e+02,1.000000000000000000e+00
6.485335333057053049e+02,2.427156075888621274e+02,1.000000000000000000e+00
4.310081245130768934e+02,1.459978892318713974e+02,0.000000000000000000e+00
4.464468872750043147e+02,1.086196578350674429e+02,0.000000000000000000e+00
6.269000481758973820e+02,4.624162116266490443e+02,1.000000000000000000e+00
6.195626335836134331e+02,2.380879073068338698e+02,1.000000000000000000e+00
7.395610109126263296e+02,3.481645615291958507e+02,1.000000000000000000e+00
6.471044585719810129e+02,4.022184673256802512e+02,1.000000000000000000e+00
6.655529553276135175e+02,4.739144027183307344e+02,1.000000000000000000e+00
5.764713727968685362e+02,2.073551916356771869e+02,1.000000000000000000e+00
6.719473733145601955e+02,4.883354152551381731e+02,1.000000000000000000e+00
5.938404906658155369e+02,2.319024645135482388e+02,1.000000000000000000e+00
4.650023354394460853e+02,3.577219407703344132e+02,0.000000000000000000e+00
4.507727251713121177e+02,3.324698013139322370e+02,0.000000000000000000e+00
6.715608304569515212e+02,3.353863427170751947e+02,1.000000000000000000e+00
3.527236598839927524e+02,1.524248752969830036e+02,0.000000000000000000e+00
7.305609199495361281e+02,3.493902039675508604e+02,1.000000000000000000e+00
4.859272315387683534e+02,5.673676567822829497e+01,0.000000000000000000e+00
6.563331947474632670e+02,3.883609845003582564e+02,1.000000000000000000e+00
7.123364369775414389e+02,3.821355852553976433e+02,1.000000000000000000e+00
7.467863759875820051e+02,4.633777960609826323e+02,1.000000000000000000e+00
4.336845651321426089e+02,2.351533555642674287e+02,0.000000000000000000e+00
7.144721723178832917e+02,4.255673514485023929e+02,1.000000000000000000e+00
7.104611631914451664e+02,3.136240279712590677e+02,1.000000000000000000e+00
5.614641353482232944e+02,2.384798811438122357e+02,1.000000000000000000e+00
4.393158162119207191e+02,1.154812444271459526e+02,0.000000000000000000e+00
6.778331471699667645e+02,3.216014157285484885e+02,1.000000000000000000e+00
6.695221181991304320e+02,2.311218252823029218e+02,1.000000000000000000e+00
6.276759273796010348e+02,1.100751160355908667e+02,0.000000000000000000e+00
7.076731866655004524e+02,3.950026344066067168e+02,1.000000000000000000e+00
6.184066992571987385e+02,1.266558256414564312e+02,0.000000000000000000e+00
4.595484131865364361e+02,1.322516413983013308e+02,0.000000000000000000e+00
3.227587964873489454e+02,2.952565483894236422e+02,0.000000000000000000e+00
6.006050135810562551e+02,2.505131601570178645e+02,1.000000000000000000e+00
6.962554335239864258e+02,3.293476601774111145e+02,1.000000000000000000e+00
