1.812621590779012877e+02,5.072669630180707827e+02,0.000000000000000000e+00
1.204723367053836682e+03,1.054062376744525977e+02,1.000000000000000000e+00
1.155521564142888565e+03,2.831817314573891053e+02,1.000000000000000000e+00
3.401317985657408371e+02,4.745108019434038624e+02,0.000000000000000000e+00
7.081500473037947359e+02,7.056845631555612499e+02,1.000000000000000000e+00
1.151421692886474830e+03,1.532815103452427934e+02,1.000000000000000000e+00
5.807184186634738126e+02,7.089034806947393008e+02,1.000000000000000000e+00
6.443518134967978312e+02,6.596369141105024028e+02,1.000000000000000000e+00
1.088608653864883308e+03,3.461936451827794485e+02,1.000000000000000000e+00
6.140476826163046553e+02,8.132435914879056327e+02,1.000000000000000000e+00
1.234054000029218514e+02,8.289513368397175554e+02,0.000000000000000000e+00
6.756289151558897856e+02,4.172137652017214577e+02,0.000000000000000000e+00
2.417325440230855520e+02,4.965352414028430985e+02,0.000000000000000000e+00
7.904814221445592466e+02,5.911695051425695056e+02,1.000000000000000000e+00
1.593977812389980784e+02,6.494656051251447479e+02,0.000000000000000000e+00
1.028276421967531178e+02,8.007771322101248188e+02,0.000000000000000000e+00
7.839658061741464508e+02,3.410522630146349456e+02,0.000000000000000000e+00
1.242221873615843151e+03,9.570583032788968580e+01,1.000000000000000000e+00
4.961632534161342392e+02,7.211698464321843858e+02,1.000000000000000000e+00
1.144813469140212419e+03,7.594534579344400527e+01,1.000000000000000000e+00
7.271343360716833786e+02,6.385435520345281475e+02,1.000000000000000000e+00
7.850433357616127523e+02,7.607008845586784673e+02,1.000000000000000000e+00
8.633183761591496364e+01,7.926175775392451897e+02,0.000000000000000000e+00
7.197511183937051555e+02,6.692870788292359521e+02,1.000000000000000000e+00
1.152585624626943854e+03,6.053983186326203736e+01,1.000000000000000000e+00
1.727522267536530194e+02,8.874013455055305712e+02,0.000000000000000000e+00
1.185781408906860861e+03,3.222321762938436791e+02,1.000000000000000000e+00
8.516797481891248935e+02,3.109504580143049566e+02,0.000000000000000000e+00
8.565464758430570100e+02,5.516777506193668614e+02,1.000000000000000000e+00
4.729914039066653686e+02,6.725515429859107144e+02,1.000000000000000000e+00
1.596022179457250729e+02,7.608670079689915156e+02,0.000000000000000000e+00
8.787890143410884320e+02,6.326314578412574292e+02,1.000000000000000000e+00
1.065559863050505783e+03,1.368032733444839550e+02,1.000000000000000000e+00
1.211864212133266960e+02,8.200486895729402477e+02,0.000000000000000000e+00
4.597474514427825056e+02,2.472933387486320953e+02,0.000000000000000000e+00
8.938934342076678377e+02,5.158112976142855359e+02,1.000000000000000000e+00
1.630764640869855100e+02,7.753225343432484351e+02,0.000000000000000000e+00
1.078847506482629115e+03,3.057264346023762300e+02,1.000000000000000000e+00
9.376816453671085583e+02,5.734014411033114129e+02,1.000000000000000000e+00
7.119411497750088529e+02,3.823685393709801588e+02,0.000000000000000000e+00
1.201415028446200949e+03,1.686121986598877527e+02,1.000000000000000000e+00
1.093399196394242608e+03,7.477546872861880445e+01,1.000000000000000000e+00
1.049019190155996057e+03,9.538685203487357001e+01,1.000000000000000000e+00
7.384640630455972996e+02,6.553896931179140211e+02,1.000000000000000000e+00
2.712699430558378708e+02,4.665578214934936341e+02,0.000000000000000000e+00
4.590056405931968584e+02,7.734023656300219045e+02,1.000000000000000000e+00
2.187746477547369182e+02,4.842680398165890665e+02,0.000000000000000000e+00
4.733972626118811036e+02,4.614448360893005088e+02,0.000000000000000000e+00
8.003497664339460016e+02,6.655819694033580163e+02,1.000000000000000000e+00
1.139045350168541745e+03,1.862673187531493397e+02,1.000000000000000000e+00
1.069575187189416738e+03,3.969596992384916234e+02,1.000000000000000000e+00
9.201838736775254119e+02,5.543390069955377157e+02,1.000000000000000000e+00
3.233218821211136742e+02,5.097918675254773007e+02,0.000000000000000000e+00
1.027422219772240396e+03,5.526725826709322291e+02,1.000000000000000000e+00
1.020469086317187930e+03,5.710846891439639421e+02,1.000000000000000000e+00
5.976265395019833022e+02,3.660507618856725571e+02,0.000000000000000000e+00
1.209875653222111850e+03,2.110466786637238101e+02,1.000000000000000000e+00
6.561731687202527610e+02,2.445321651397550795e+02,0.000000000000000000e+00
3.365091103412839288e+02,3.468290407180996908e+02,0.000000000000000000e+00
4.798191153565490481e+02,7.832978284652845105e+02,1.000000000000000000e+00
2.531000704517637132e+02,6.322686279464141990e+02,0.000000000000000000e+00
7.932746887628869672e+02,7.076027647520039636e+02,1.000000000000000000e+00
4.853811247193827398e+02,4.026642439968888425e+02,0.000000000000000000e+00
1.161823674117929841e+03,5.742798981889930587e+01,1.000000000000000000e+00
5.830490608800579366e+02,7.511390530809098891e+02,1.000000000000000000e+00
5.247024799258356325e+02,6.835372509964731762e+02,1.000000000000000000e+00
4.652579914918931649e+02,6.950383876461519321e+02,1.000000000000000000e+00
1.064790704415126811e+03,3.703849586255213922e+02,1.000000000000000000e+00
1.091251006146410873e+03,1.308853869960420582e+02,1.000000000000000000e+00
9.258887125420932307e+02,6.632047759564176204e+02,1.000000000000000000e+00
8.057837618468902292e+02,6.015127646014282163e+02,1.000000000000000000e+00
5.572829102826302687e+02,6.515406522780369869e+02,1.000000000000000000e+00
